type,subtype,updated_type,updated_subtype,updated_subsubtype,binned_latitude,binned_longitude,alert_count
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.89,-87.68,3
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.88,-87.69,3
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.97,-87.73,3
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.7,-87.58,3
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.7,-87.61,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.7,-87.64,3
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.99,-87.82,3
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.99,-87.83,3
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.69,-87.64,3
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.68,-87.58,3
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.68,-87.64,3
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.68,-87.67,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.75,-87.72,3
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.73,-87.63,3
HAZARD,HAZARD_WEATHER_HEAVY_SNOW,Hazard,Weather,Heavy_snow,41.98,-87.84,3
HAZARD,HAZARD_WEATHER_HEAVY_SNOW,Hazard,Weather,Heavy_snow,41.97,-87.68,3
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.99,-87.67,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.81,-87.59,3
HAZARD,HAZARD_ON_SHOULDER_ANIMALS,Hazard,On_shoulder,Animals,42.0,-87.71,3
HAZARD,HAZARD_ON_SHOULDER_ANIMALS,Hazard,On_shoulder,Animals,41.96,-87.85,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.81,-87.72,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.9,-87.76,3
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.67,-87.6,3
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.67,-87.62,3
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.99,-87.83,3
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.73,-87.65,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.68,-87.64,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.95,-87.83,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.92,-87.76,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.91,-87.62,3
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.84,-87.67,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.84,-87.7,3
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.87,-87.72,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.77,-87.8,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.76,-87.58,3
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.83,-87.65,3
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.83,-87.66,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.77,-87.57,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.83,-87.61,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.83,-87.62,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.82,-87.61,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.81,-87.75,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.81,-87.76,3
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.83,-87.67,3
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.83,-87.71,3
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.82,-87.73,3
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.82,-87.74,3
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.8,-87.58,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.72,-87.68,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.93,-87.76,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.93,-87.8,3
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.95,-87.9,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.82,-87.62,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.78,-87.62,3
HAZARD,HAZARD_ON_SHOULDER_ANIMALS,Hazard,On_shoulder,Animals,41.92,-87.68,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.8,-87.7,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.79,-87.61,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.79,-87.64,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.81,-87.66,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.86,-87.65,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.86,-87.67,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.93,-87.72,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.74,-87.63,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.74,-87.69,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.72,-87.63,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.83,-87.71,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.82,-87.65,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.82,-87.7,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.85,-87.72,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.84,-87.61,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.84,-87.7,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.84,-87.71,3
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.68,-87.71,3
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.66,-87.6,3
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.69,-87.7,3
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.69,-87.71,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.86,-87.63,3
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.68,-87.66,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.86,-87.73,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.98,-87.91,3
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.77,-87.63,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.86,-87.73,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.69,-87.71,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.85,-87.7,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.85,-87.73,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.86,-87.7,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.88,-87.71,3
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.68,-87.67,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.88,-87.72,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.88,-87.76,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.88,-87.77,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.87,-87.7,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.91,-87.76,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.93,-87.79,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.97,-87.68,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.97,-87.7,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.9,-87.65,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.9,-87.68,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.89,-87.64,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.76,-87.62,3
HAZARD,HAZARD_ON_SHOULDER_ANIMALS,Hazard,On_shoulder,Animals,41.88,-87.66,3
HAZARD,HAZARD_ON_SHOULDER_ANIMALS,Hazard,On_shoulder,Animals,41.87,-87.73,3
HAZARD,HAZARD_ON_SHOULDER_ANIMALS,Hazard,On_shoulder,Animals,41.87,-87.77,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.9,-87.7,3
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On_road,Lane_closed,41.92,-87.68,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.88,-87.75,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.91,-87.7,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.69,-87.63,3
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.88,-87.61,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.86,-87.7,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.91,-87.71,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.92,-87.74,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,42.01,-87.69,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,42.0,-87.69,3
JAM,Unclassified,Jam,Unclassified,Unclassified,41.69,-87.63,3
JAM,Unclassified,Jam,Unclassified,Unclassified,41.68,-87.68,3
JAM,Unclassified,Jam,Unclassified,Unclassified,41.67,-87.56,3
HAZARD,HAZARD_ON_SHOULDER_ANIMALS,Hazard,On_shoulder,Animals,41.77,-87.63,3
JAM,Unclassified,Jam,Unclassified,Unclassified,41.7,-87.71,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.94,-87.83,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.93,-87.73,3
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.7,-87.56,3
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.7,-87.65,3
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On_road,Lane_closed,41.87,-87.65,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.81,-87.75,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.7,-87.67,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.69,-87.56,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.99,-87.84,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.89,-87.67,3
ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,Road_closed,Construction,Unclassified,41.97,-87.75,3
HAZARD,HAZARD_ON_ROAD_ICE,Hazard,On_road,Ice,41.87,-87.72,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.94,-87.65,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.95,-87.68,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.95,-87.79,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.95,-87.8,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.99,-87.67,3
JAM,Unclassified,Jam,Unclassified,Unclassified,41.71,-87.7,3
HAZARD,HAZARD_ON_SHOULDER_ANIMALS,Hazard,On_shoulder,Animals,41.82,-87.6,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.83,-87.68,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.83,-87.72,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.88,-87.74,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.66,-87.63,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.65,-87.56,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.89,-87.75,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,42.0,-87.79,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,42.0,-87.8,3
HAZARD,HAZARD_ON_SHOULDER_ANIMALS,Hazard,On_shoulder,Animals,41.68,-87.6,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.96,-87.84,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.96,-87.85,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.96,-87.92,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.76,-87.68,3
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.84,-87.64,3
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.83,-87.62,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.97,-87.71,3
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.66,-87.65,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.97,-87.74,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.97,-87.85,3
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On_road,Lane_closed,41.99,-87.75,3
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.91,-87.69,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.87,-87.75,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.86,-87.62,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.86,-87.63,3
ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,Road_closed,Construction,Unclassified,41.83,-87.64,3
JAM,Unclassified,Jam,Unclassified,Unclassified,42.02,-87.66,3
JAM,Unclassified,Jam,Unclassified,Unclassified,42.02,-87.82,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.93,-87.64,3
ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,Road_closed,Construction,Unclassified,41.95,-87.76,3
ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,Road_closed,Construction,Unclassified,41.94,-87.66,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.9,-87.75,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.9,-87.76,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.96,-87.69,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.89,-87.73,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.86,-87.69,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.86,-87.66,3
HAZARD,HAZARD_ON_ROAD_ICE,Hazard,On_road,Ice,41.87,-87.64,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.91,-87.8,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.85,-87.74,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.92,-87.78,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.98,-87.68,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.98,-87.7,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,42.0,-87.69,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,42.01,-87.71,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,42.0,-87.7,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.99,-87.72,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.99,-87.77,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.93,-87.74,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.99,-87.79,3
JAM,Unclassified,Jam,Unclassified,Unclassified,42.0,-87.89,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.73,-87.63,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.72,-87.57,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,42.01,-87.78,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.95,-87.67,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.95,-87.74,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.93,-87.65,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.85,-87.69,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.88,-87.69,3
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,42.01,-87.68,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,42.01,-87.71,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.94,-87.79,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.94,-87.8,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.95,-87.82,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.94,-87.66,3
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,42.0,-87.67,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.95,-87.8,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.84,-87.7,3
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On_road,Lane_closed,41.97,-87.67,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.88,-87.72,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.96,-87.68,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.96,-87.7,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.96,-87.72,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.98,-87.89,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.96,-87.67,3
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.8,-87.64,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.66,-87.6,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.96,-87.77,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.95,-87.75,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.96,-87.88,3
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,42.01,-87.67,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.68,-87.7,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.94,-87.84,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.95,-87.67,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.95,-87.78,3
JAM,Unclassified,Jam,Unclassified,Unclassified,41.8,-87.77,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.94,-87.63,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.93,-87.68,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.98,-87.68,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.9,-87.68,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.9,-87.74,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.9,-87.77,3
HAZARD,HAZARD_ON_ROAD_ICE,Hazard,On_road,Ice,41.84,-87.66,3
HAZARD,HAZARD_ON_ROAD_ICE,Hazard,On_road,Ice,41.84,-87.67,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.94,-87.69,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.94,-87.73,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.69,-87.61,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.74,-87.6,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.97,-87.67,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.97,-87.72,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.76,-87.66,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.99,-87.73,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.99,-87.79,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.67,-87.64,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.99,-87.88,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.91,-87.7,3
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.91,-87.73,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.94,-87.83,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.99,-87.88,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.99,-87.89,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.98,-87.69,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.98,-87.71,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.98,-87.78,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.98,-87.83,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.7,-87.62,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,42.0,-87.68,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,42.0,-87.69,3
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,42.0,-87.78,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.66,-87.57,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.81,-87.65,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.96,-87.91,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.95,-87.66,3
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.91,-87.77,3
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.77,-87.56,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.99,-87.8,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.74,-87.73,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.73,-87.66,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.72,-87.6,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,42.0,-87.8,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,42.0,-87.81,3
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.99,-87.69,3
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On_road,Lane_closed,41.91,-87.73,3
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.93,-87.64,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.84,-87.74,3
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.97,-87.89,3
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,42.02,-87.81,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.82,-87.68,3
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.82,-87.7,3
JAM,Unclassified,Jam,Unclassified,Unclassified,41.95,-87.9,3
